conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/dab9c6dd-8efb-4fe2-8b10-477ef2bcfd8b,Hochschullehrkraft für Mathematik,released,UniversitätsprofessorIn für Mathematik | Professorin für Mathematik | WissenschaftlicheR MitarbeiterIn | Hochschulassistent/in für Wirtschaftsmathematik | Dozent/in für theoretische Mathematik | Professor für Mathematik,"Hochschullehrkräfte für Mathematik unterrichten Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Mathematik. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der Mathematik Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/e14548c8-c2b9-4ef8-8670-d5967d7ad804,Stadt- und Regionalplaner/Stadt- und Regionalplanerin,released,Städteplaner | Smart Byplanlægger | Stadt- und Regionalplanerin | Stadt- und Regionalplaner | Städteplanerin,"Stadt- und Regionalplaner/Stadt- und Regionalplanerinnen erstellen Bebauungspläne für Städte, städtische Gebiete und Regionen. Sie untersuchen die Bedürfnisse des Orts oder der Region (Wirtschaft, Soziales, Verkehr) und bewerten andere Parameter wie die Nachhaltigkeit, um solide Programme zur Verbesserung des Standorts vorzulegen.",http://data.europa.eu/esco/isco/C2164,"Raum-, Stadt- und Verkehrsplaner"
Occupation,http://data.europa.eu/esco/occupation/e3229e40-f571-4b26-baca-29edc8fe313e,Informatiker/Informatikerin,released,IKT-Forscherin | Forscher im Bereich Informations- und Kommunikationstechnik | IKT-Forscher | Forscherin im Bereich Informations- und Kommunikationstechnik,"Informatiker führen Forschungsarbeiten auf dem Gebiet der Computer- und Informationswissenschaft durch, um grundlegende Aspekte von IKT-Phänomenen besser zu verstehen. Sie verfassen Forschungsberichte und -vorschläge. Außerdem finden und entwickeln Informatiker neue Ansätze in der Computertechnologie, entdecken innovative Anwendungen für bestehende Technologien sowie Studien und lösen komplexe Probleme auf ihrem Gebiet.",http://data.europa.eu/esco/isco/C2511,Systemanalytiker
Occupation,http://data.europa.eu/esco/occupation/e3cc09ba-7ad5-4411-940c-20613000863a,Wissenschaftler Natur- und Artenschutz/Wissenschaftlerin Natur- und Artenschutz,released,Umweltschutzwissenschaftler | Wissenschaftlerin Natur- und Artenschutz | Wissenschaftler Natur- und Artenschutz | Umweltschutzwissenschaftlerin,"Wissenschaftler Natur- und Artenschutz/Wissenschaftlerinnen Natur- und Artenschutz sind für die Qualität von Wäldern, Parks und anderen natürlichen Ressourcen verantwortlich. Sie schützen den Lebensraum der natürlichen Pflanzen- und Tierwelt, die Artenvielfalt, den landschaftlichen Wert und andere besondere Charakteristika von Schutzgebieten. Wissenschaftler/Wissenschaftlerinnen Natur- und Artenschutz werden vor Ort eingesetzt.",http://data.europa.eu/esco/isco/C2133,Umweltwissenschaftler
Occupation,http://data.europa.eu/esco/occupation/e74513c3-8ba8-462f-978c-0450522f4427,Hochschullehrkraft für Chemie,released,Universitätslehrerin für Chemie | Universitätslehrer für Chemie | Universitätslehrkraft für Chemie | Dozent/in für Chemie | Hochschullehrerin für Chemie | ProfessorIn für Chemie | Hochschullehrer für Chemie,"Hochschullehrkräfte für Chemie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der Chemie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Chemie-Fachgebiet Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/e9f50268-4dab-4579-90c2-2ff219eb56f1,Hochschullehrkraft für Ingenieurwesen,released,Universitätslehrer für Mechanik | DozentIn für Ingenieurwesen | Professor/in für Ingenieurwissenschaften | Universitätsassistent/in für Ingenieurwissenschaften | Universitätslehrerin für Mechanik,"Hochschullehrkräfte für Ingenieurwesen sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, dem Ingenieurwesen, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten, Labortätigkeiten anzuleiten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet des Ingenieurwesens Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,Biologe/Biologin,released,Biologe | Biologin,"Biologe/Biologin erforschen lebende Organismen und das Leben im weiteren Sinne und berücksichtigen dabei das Umfeld. Die Forschung soll Erkenntnisse über die Funktionsmechanismen, die Wechselwirkungen und die Entwicklung von Organismen ermöglichen.",http://data.europa.eu/esco/isco/C2131,"Biologen, Botaniker, Zoologen und verwandte Berufe"
Occupation,http://data.europa.eu/esco/occupation/f3d8bc61-f812-4106-afd2-a356e4c11fce,Literaturwissenschaftler/Literaturwissenschaftlerin,released,Literaturwissenschaftlerin | Literaturwissenschaftler,"Literaturwissenschaftler erforschen literarische Werke, die Geschichte der Literatur, Genres und Literaturkritik, um die Werke und die damit verbundenen Aspekte in einem angemessenen Kontext zu beurteilen und Forschungsergebnisse zu bestimmten Themen auf dem Gebiet der Literatur zu erzielen.",http://data.europa.eu/esco/isco/C2641,Autoren und verwandte schriftstellerische Berufe
Occupation,http://data.europa.eu/esco/occupation/f3e23761-0663-4ae0-97a2-0b2dd3fa38a1,Ingenieur Biochemietechnik/Ingenieurin Biochemietechnik,released,Ingenieurin Biochemietechnik | Ingenieur Biotechnologie | Ingenieur Biochemietechnik | Ingenieurin Biotechnologie,"Ingenieure Biochemietechnik/Ingenieurinnen Biochemietechnik bemühen sich um neue Errungenschaften in den Biowissenschaften. Sie setzen ihre Erkenntnisse in chemische Lösungen um, die das Wohlergehen der Gesellschaft verbessern können, z. B. durch Impfstoffe, Gewebereparatur, Verbesserung von Anbaupflanzen und umweltfreundliche Technologien wie sauberere Brennstoffe aus natürlichen Ressourcen.",http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,Chemieingenieur/Chemieingenieurin
Occupation,http://data.europa.eu/esco/occupation/fa5b9075-3796-4e86-be0a-b5e6d725c25a,Metrologe/Metrologin,released,Fachkraft Messwesen | Metrologe | Metrologin,"Metrologe/Metrologinnen studieren und praktizieren Messwissenschaften. Sie entwickeln Mengensysteme, Maßeinheiten und Messmetoden für wissenschaftliche Zwecke. Metrologe/Metrologinnen schaffen neue Methoden und Instrumente, um Informationen zu quantifizieren und besser zu verstehen.",http://data.europa.eu/esco/isco/C2112,Meteorologen
Occupation,http://data.europa.eu/esco/occupation/fbc9ab3e-18f1-4b7b-8cd5-d6374ed5e9a9,Hochschullehrkraft für Klassische Philologie,released,Universitätslehrer für Klassische Philologie | Hochschullehrer für Griechisch | Hochschullehrer für Klassische Philologie | Universitätslehrkraft für Alte Sprachen | Hochschullehrerin für Griechisch | ProfessorIn für Latein | Dozent/in für Alte Sprachen | Universitätslehrkraft für Klassische Philologie | Universitätslehrerin für Klassische Philologie | Hochschullehrerin für Klassische Philologie,"Hochschullehrkräfte für Klassische Philologie sind Professoren/Professorinnen, Lehrkräfte oder Dozenten/Dozentinnen, die Studierende mit einem Abschluss der Sekundarstufe II in ihrem eigenen Fachgebiet, der klassischen Philologie, unterrichten. Sie arbeiten mit ihren Forschungsassistenten/Forschungsassistentinnen und wissenschaftlichen Hilfskräften zusammen, um Lehrveranstaltungen und Prüfungen vorzubereiten, studentische Arbeiten und Prüfungen zu benoten und Evaluierungsgespräche mit Studierenden zu führen. Zudem führen sie in ihrem jeweiligen Fachgebiet der klassischen Philologie Forschungsarbeiten durch, veröffentlichen die gewonnenen Ergebnisse und tauschen sich mit Fachkollegen/-kolleginnen aus.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,Hochschullehrkraft
Occupation,http://data.europa.eu/esco/occupation/ff656b3a-65a8-4b4f-b04e-9db12936519b,Demograf/Demografin,released,Bevölkerungsstatistikerin | Bevölkerungsstatistiker | Demograf | Demografin,"Demografen/Demografinnen untersuchen eine Vielzahl von Parametern im Zusammenhang mit der Bevölkerung. Auf der Grundlage ihrer Beobachtungen entwickeln sie statistische Analysen zu den Entwicklungen und Veränderungen der Geburtenraten, des Anteils älterer Menschen, von Eheschließungs- und Scheidungsraten, Beschäftigungsquoten, Sterblichkeitsraten, Einwanderung und ähnlichen Fragen.",http://data.europa.eu/esco/isco/C2120,"Mathematiker, Versicherungsmathematiker und Statistiker"
